rates

SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
RU000A0JS5M2;ВымпелКом2;Вымпел-Коммуникации ПАО обл.02;Корпоративные облигации;RU000A0JS5M2;4-02-00027-A;3;1000,0;RUB;3685;0;0;TQCB;Т+: Облигации - безадрес.;14.03.2022;;26.03.2012;0;142;0;0;2;;14.03.2022;6,200;30,92;40;142;182;26.03.2012;1000,0;;2012-05-10;142;;"Публичное акционерное общество ""Вымпел-Коммуникации""";7713076301;1;99,67;1003,83;;2007,66;;2007,66;;2007,66;100,0;;;;;10,00;10,00
RU000A0JS5R1;МСП Банк 1;МСП Банк АО 01;Корпоративные облигации;RU000A0JS5R1;40103340B;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;17.03.2022;;29.03.2012;0;;0;0;2;;17.03.2022;6,200;30,92;37;145;182;29.03.2012;1000,0;;2012-04-13;145;;"Акционерное общество ""Российский Банк поддержки малого и среднего предпринимательства""";7703213534;1;99,08;997,42;777,99;1216,85;738,09;1256,75;;1994,84;22,0;100000;26,0;500000;100,0;10,00;10,00
RU000A0JS603;МСП Банк 2;МСП Банк АО 02;Корпоративные облигации;RU000A0JS603;40203340B;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;11.08.2022;;23.08.2012;0;287;0;0;2;;10.02.2022;6,250;31,16;72;110;182;23.08.2012;1000,0;;2012-09-06;292;;"Акционерное общество ""Российский Банк поддержки малого и среднего предпринимательства""";7703213534;1;98,19;994,57;;1989,14;;1989,14;;1989,14;100,0;;;;;10,00;10,00
RU000A0JS6M0;РосбанкБО5;РОСБАНК ПАО обл. БО-05;Биржевые облигации;RU000A0JS6M0;4B020503338B;3;1000,0;RUB;5000000;1;0;TQCB;Т+: Облигации - безадрес.;21.10.2023;;21.10.2013;0;694;0;0;2;;21.04.2022;6,750;33,66;2;180;182;21.10.2013;1000,0;;2013-10-22;728;;Публичное акционерное общество РОСБАНК;7730060164;1;97,26;973,34;700,8;1245,88;671,6;1275,08;642,4;1304,28;28,0;100000;31,0;500000;34,0;8,00;8,00
RU000A0JS6N8;РСХБ 16;"""Россельхозбанк"" (АО) обл.16";Корпоративные облигации;RU000A0JS6N8;41603349B;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;04.04.2022;;16.04.2012;0;163;0;0;2;;04.04.2022;6,150;30,67;19;163;182;16.04.2012;1000,0;;2012-05-04;163;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;99,31;996,64;896,98;1096,3;867,08;1126,2;837,18;1156,1;10,0;400000;13,0;2000000;16,0;7,00;7,00
RU000A0JS710;Промсвб5;Промсвязьбанк ПАО обл.05;Корпоративные облигации;RU000A0JS710;40501470B;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;07.04.2022;;19.04.2012;0;;0;0;2;;07.04.2022;0,100;0,5;16;166;182;19.04.2012;1000,0;;2012-07-12;166;;"Публичное акционерное общество ""Промсвязьбанк""";7744000912;1;96,44;964,45;578,67;1350,23;549,74;1379,16;;1928,9;40,0;100000;43,0;500000;100,0;10,00;10,00
RU000A0JS793;Промсвб4;Промсвязьбанк ПАО обл.04;Корпоративные облигации;RU000A0JS793;40401470B;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;13.04.2022;;25.04.2012;0;;0;0;2;;13.04.2022;0,100;0,5;10;172;182;25.04.2012;1000,0;;2012-06-06;172;;"Публичное акционерное общество ""Промсвязьбанк""";7744000912;1;96,31;963,1;577,86;1348,34;548,97;1377,23;;1926,2;40,0;100000;43,0;500000;100,0;10,00;10,00
RU000A0JS926;ЕАБР10;Евразийский банк развития 10;Корпоративные еврооблигации;RU000A0JS926;;1;1000,0;RUB;2000000;0;0;TQCB;Т+: Облигации - безадрес.;10.01.2023;;19.01.2016;1;;0;0;2;;11.01.2022;12,250;61,08;102;80;182;19.01.2016;1000,0;;2016-01-19;444;;Евразийский банк развития;9909220306;1;115,99;1194,8;;2389,6;;2389,6;;2389,6;100,0;;;;;10,00;10,00
RU000A0JS934;ЕАБР11;Евразийский банк развития 11;Корпоративные еврооблигации;RU000A0JS934;;1;1000,0;RUB;5000000;1;0;TQCB;Т+: Облигации - безадрес.;24.01.2025;;02.02.2018;1;1062;0;0;2;;28.01.2022;7,350;36,65;85;97;182;02.02.2018;1000,0;;2018-02-08;1189;;Евразийский банк развития;9909220306;1;99,34;1010,92;869,39;1152,45;839,06;1182,78;808,74;1213,1;14,0;100000;17,0;500000;20,0;10,00;10,00
RU000A0JS9X1;СитиматНН;Ситиматик - Нижний Новгород АО;Корпоративные облигации;RU000A0JS9X1;4-01-20453-P;3;1000,0;RUB;1150000;0;0;TQCB;Т+: Облигации - безадрес.;15.06.2022;;27.06.2012;0;;0;0;2;;15.06.2022;6,800;169,53;675;235;910;27.06.2012;1000,0;;2012-07-06;235;;"Акционерное общество ""Ситиматик - Нижний Новгород""";5260278039;1;99,99;1126,03;;2252,06;;2252,06;;2252,06;100,0;;;;;10,00;10,00
RU000A0JSGV0;РЖД-32 обл;"""Российские ЖД"" ОАО 32 обл.";Корпоративные облигации;RU000A0JSGV0;4-32-65045-D;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;25.06.2032;;20.07.2012;0;256;0;0;2;6,33;07.01.2022;8,120;40,49;106;76;182;20.07.2012;1000,0;;2012-07-26;3898;2022-07-13;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;100,24;1026,43;903,26;1149,6;872,47;1180,39;841,67;1211,19;12,0;200000;15,0;1000000;18,0;10,00;10,00
RU000A0JSQ58;ФСК ЕЭС-22;"""ФСК ЕЭС""(ПАО)-обл. сер.22";Корпоративные облигации;RU000A0JSQ58;4-22-65018-D;2;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;21.07.2027;;08.08.2012;0;277;0;0;2;6,67;26.01.2022;8,520;42,48;87;95;182;08.08.2012;1000,0;;2012-08-17;2097;2022-08-03;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1;100,41;1024,87;901,89;1147,85;871,14;1178,6;840,39;1209,35;12,0;200000;15,0;1000000;18,0;10,00;10,00
RU000A0JT3J2;ОткрХОЛ 3;Открытие Холдинг АО обл. 03;Корпоративные облигации;RU000A0JT3J2;4-03-14406-A;3;1000,0;RUB;7000000;0;0;TQRD;Т+: Облигации Д - безадрес.;17.09.2027;;05.10.2012;0;2151;0;1;4;0,0;24.12.2021;0,010;0,02;29;62;91;05.10.2012;1000,0;;2012-11-01;2155;;"Акционерное общество ""Открытие Холдинг""";7708730590;1;4,38;43,8;;87,6;;87,6;;87,6;100,0;;;;;100,00;100,00
RU000A0JT403;ВЭБ.РФ 18;ВЭБ.РФ об. сер. 18;Корпоративные облигации;RU000A0JT403;4-23-00004-T;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;17.09.2032;;12.10.2012;0;978;0;0;2;;01.04.2022;7,670;38,24;22;160;182;12.10.2012;1000,0;;2012-11-07;3982;2024-10-01;"государственная корпорация развития ""ВЭБ.РФ""";7750004150;1;98,73;992,34;793,87;1190,81;764,1;1220,58;734,33;1250,35;20,0;200000;23,0;1000000;26,0;10,00;10,00
RU000A0JT593;ВолгСпорт2;Волга-Спорт АО обл. 02;Корпоративные облигации;RU000A0JT593;4-02-20468-P;1;496,0;RUB;1900000;0;0;TQCB;Т+: Облигации - безадрес.;29.02.2024;;30.10.2012;0;;0;0;1;;31.08.2022;10,020;49,7;53;312;365;30.10.2012;1000,0;;2012-11-14;859;;"Акционерное общество ""Волга-Спорт""";5257116711;1;139,95;701,64;;1403,28;;1403,28;;1403,28;100,0;;;;;10,00;10,00
RU000A0JT6B2;ВЭБ.РФ 19;ВЭБ.РФ об. сер. 19;Корпоративные облигации;RU000A0JT6B2;4-24-00004-T;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;23.09.2032;;18.10.2012;0;834;0;0;2;8,14;07.04.2022;7,480;37,3;16;166;182;18.10.2012;1000,0;;2012-11-07;3988;2024-04-08;"государственная корпорация развития ""ВЭБ.РФ""";7750004150;1;98,57;989,39;811,3;1167,48;781,62;1197,16;751,94;1226,84;18,0;200000;21,0;1000000;24,0;10,00;10,00
RU000A0JT6J5;ГПБ 12;ГПБ (АО) об. сер.12;Корпоративные облигации;RU000A0JT6J5;41200354B;2;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;06.10.2022;;18.10.2012;0;342;0;0;2;;07.04.2022;7,520;37,5;16;166;182;18.10.2012;1000,0;;2012-12-05;348;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;99,39;997,61;818,04;1177,18;788,11;1207,11;758,18;1237,04;18,0;200000;21,0;1000000;24,0;16,00;11,00
RU000A0JT7M7;РСХБ 17;"""Россельхозбанк"" (АО) обл.17";Корпоративные облигации;RU000A0JT7M7;41703349B;2;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;11.10.2022;;23.10.2012;0;349;0;0;2;;12.04.2022;5,250;26,18;11;171;182;23.10.2012;1000,0;;2012-11-19;353;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;97,52;977,07;879,36;1074,78;850,05;1104,09;820,74;1133,4;10,0;400000;13,0;2000000;16,0;10,00;10,00
RU000A0JT7T2;ФСК ЕЭС-21;"""ФСК ЕЭС""(ПАО)-обл. сер.21";Корпоративные облигации;RU000A0JT7T2;4-21-65018-D;2;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;06.10.2027;;24.10.2012;0;845;0;0;2;6,61;13.04.2022;7,400;36,9;10;172;182;24.10.2012;1000,0;;2012-11-20;2174;2024-04-17;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1;99,8;1000,43;610,26;1390,6;580,25;1420,61;550,24;1450,62;39,0;400000;42,0;2000000;45,0;11,00;10,00
RU000A0JT874;РСХБ 18;"""Россельхозбанк"" (АО) обл.18";Корпоративные облигации;RU000A0JT874;41803349B;1;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;13.10.2022;;25.10.2012;0;350;0;0;2;6,21;14.04.2022;6,050;30,17;9;173;182;25.10.2012;1000,0;;2012-11-19;355;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;98,28;984,62;876,31;1092,93;846,77;1122,47;817,23;1152,01;11,0;200000;14,0;1000000;17,0;7,00;7,00
RU000A0JT940;Роснефть04;ПАО НК Роснефть обл.04;Корпоративные облигации;RU000A0JT940;4-04-00122-A;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;17.10.2022;;29.10.2012;0;353;0;0;2;7,83;18.04.2022;7,900;39,39;5;177;182;29.10.2012;1000,0;;2012-11-30;359;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;100,16;1003,12;872,71;1133,53;842,62;1163,62;812,53;1193,71;13,0;400000;16,0;2000000;19,0;10,00;10,00
RU000A0JT965;Роснефть05;ПАО НК Роснефть обл.05;Корпоративные облигации;RU000A0JT965;4-05-00122-A;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;17.10.2022;;29.10.2012;0;353;0;0;2;7,85;18.04.2022;7,900;39,39;5;177;182;29.10.2012;1000,0;;2012-11-30;359;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;100,17;1003,22;872,8;1133,64;842,7;1163,74;812,61;1193,83;13,0;400000;16,0;2000000;19,0;10,00;10,00
RU000A0JTB96;ГлДорога 7;Главная дорога АО об.сер. 07;Корпоративные облигации;RU000A0JTB96;4-07-12755-A;2;1000,0;RUB;1400000;0;0;TQCB;Т+: Облигации - безадрес.;30.10.2029;;20.11.2012;0;1348;0;0;1;;09.11.2021;4,000;39,89;347;17;364;20.11.2012;1000,0;;2012-12-13;2929;;"Акционерное общество ""Главная дорога""";7726581132;1;94,1;979,25;;1958,5;;1958,5;;1958,5;100,0;;;;;10,00;10,00
RU000A0JTCV7;АИЖ11А1/12;ИА АИЖК 2011-1 об.кл.А1/12;Корпоративные облигации;RU000A0JTCV7;4-04-74103-H;3;25,23;RUB;3175000;0;0;TQCB;Т+: Облигации - безадрес.;25.05.2045;;28.11.2012;0;;0;0;4;;25.11.2021;9,000;0,57;59;33;92;28.11.2012;1000,0;Облигации с ипотечным покрытием;2012-12-26;8615;;"Закрытое акционерное общество ""Ипотечный агент АИЖК 2011-1""";7725699639;1;139,02;35,45;;70,9;;70,9;;70,9;100,0;;;;;10,00;10,00
RU000A0JTD52;АИЖ11А2/12;ИА АИЖК 2011-1 об.кл.А2/12;Корпоративные облигации;RU000A0JTD52;4-05-74103-H;3;25,23;RUB;1587000;0;0;TQCB;Т+: Облигации - безадрес.;25.05.2045;;28.11.2012;0;;0;0;4;;25.11.2021;3,000;0,19;59;33;92;28.11.2012;1000,0;Облигации с ипотечным покрытием;2012-12-26;8615;;"Закрытое акционерное общество ""Ипотечный агент АИЖК 2011-1""";7725699639;1;138,71;35,13;;70,26;;70,26;;70,26;100,0;;;;;10,00;10,00
RU000A0JTDX1;ДОМ.РФ24об;ДОМ.РФ (АО) обл. сер.А24;Корпоративные облигации;RU000A0JTDX1;4-24-00739-A;1;1000,0;RUB;6000000;1;0;TQCB;Т+: Облигации - безадрес.;01.11.2022;;05.12.2012;0;;0;0;4;;01.11.2021;6,820;17,19;83;9;92;05.12.2012;1000,0;;2012-12-12;374;2021-11-03;"Акционерное общество ""ДОМ.РФ""";7729355614;1;99,94;1015,28;873,14;1157,42;842,68;1187,88;812,22;1218,34;14,0;120000;17,0;600000;20,0;10,00;10,00
RU000A0JTFB2;ГлДорога 6;Главная дорога АО об.сер. 06;Корпоративные облигации;RU000A0JTFB2;4-06-12755-A;2;1000,0;RUB;8172920;0;0;TQCB;Т+: Облигации - безадрес.;22.11.2028;;12.12.2012;0;1081;0;0;1;17,12;01.12.2021;4,000;39,89;325;39;364;12.12.2012;1000,0;;2013-01-14;2587;;"Акционерное общество ""Главная дорога""";7726581132;1;91,21;947,94;;1895,88;;1895,88;;1895,88;100,0;;;;;10,00;10,00
RU000A0JTH82;ОткрХОЛ 4;Открытие Холдинг АО обл. 04;Корпоративные облигации;RU000A0JTH82;4-04-14406-A;3;1000,0;RUB;5000000;0;0;TQRD;Т+: Облигации Д - безадрес.;08.12.2027;;26.12.2012;0;2229;0;1;4;;15.12.2021;0,010;0,02;38;53;91;26.12.2012;1000,0;;2013-01-31;2237;;"Акционерное общество ""Открытие Холдинг""";7708730590;1;2,48;24,8;;49,6;;49,6;;49,6;100,0;;;;;100,00;100,00
RU000A0JTHF9;ИФКСОЮЗ2;ИФК СОЮЗ ПАО об. сер. 02;Корпоративные облигации;RU000A0JTHF9;4-02-80088-N;3;1000,0;RUB;1442600;0;0;TQRD;Т+: Облигации Д - безадрес.;09.12.2027;;27.12.2012;0;;0;1;1;;16.06.2022;0,100;1,0;128;236;364;27.12.2012;1000,0;;2013-01-25;2238;2027-12-09;"Публичное акционерное общество ""Инвестиционно-финансовая корпорация ""СОЮЗ""";7726586540;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;10,00;10,00
RU000A0JTLJ3;МЕТАЛИНВ 2;МЕТАЛЛОИНВЕСТ ХК АО обл. 02;Корпоративные облигации;RU000A0JTLJ3;4-02-25642-H;2;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;27.01.2023;;08.02.2013;0;442;0;0;2;;28.01.2022;7,650;38,15;85;97;182;08.02.2013;1000,0;;2013-02-15;461;;"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""";7705392230;1;99,98;1018,03;916,23;1119,83;885,69;1150,37;855,15;1180,91;10,0;100000;13,0;500000;16,0;14,00;10,00
RU000A0JTLL9;МЕТАЛИНВ 3;МЕТАЛЛОИНВЕСТ ХК АО обл. 03;Корпоративные облигации;RU000A0JTLL9;4-03-25642-H;2;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;27.01.2023;;08.02.2013;0;442;0;0;2;;28.01.2022;7,650;38,15;85;97;182;08.02.2013;1000,0;;2013-02-15;461;;"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""";7705392230;1;99,56;1013,83;912,45;1115,21;882,03;1145,63;851,62;1176,04;10,0;100000;13,0;500000;16,0;14,00;10,00
RU000A0JTM28;Башнефть06;"ПАО ""АНК ""Башнефть"" об. 06";Корпоративные облигации;RU000A0JTM28;4-06-00013-A;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;31.01.2023;;12.02.2013;0;446;0;0;2;8,17;01.02.2022;7,700;38,39;81;101;182;12.02.2013;1000,0;;2013-02-27;465;;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";0274051582;1;99,54;1012,91;911,62;1114,2;881,23;1144,59;850,84;1174,98;10,0;200000;13,0;1000000;16,0;10,00;10,00
RU000A0JTM36;Башнефть07;"ПАО ""АНК ""Башнефть"" об. 07";Корпоративные облигации;RU000A0JTM36;4-07-00013-A;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;31.01.2023;;12.02.2013;0;284;0;0;2;8,9;01.02.2022;5,500;27,42;81;101;182;12.02.2013;1000,0;;2013-02-27;465;2022-08-08;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";0274051582;1;98,24;994,91;905,37;1084,45;855,62;1134,2;805,88;1183,94;9,0;200000;14,0;1000000;19,0;9,00;9,00
RU000A0JTM44;Башнефть08;"ПАО ""АНК ""Башнефть"" об. 08";Корпоративные облигации;RU000A0JTM44;4-08-00013-A;1;1000,0;RUB;5000000;1;0;TQCB;Т+: Облигации - безадрес.;31.01.2023;;12.02.2013;0;446;0;0;2;7,87;01.02.2022;7,700;38,39;81;101;182;12.02.2013;1000,0;;2013-02-27;465;;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";0274051582;1;99,77;1015,21;913,69;1116,73;883,23;1147,19;852,78;1177,64;10,0;100000;13,0;500000;16,0;10,00;10,00
RU000A0JTM51;Башнефть09;"ПАО ""АНК ""Башнефть"" об. 09";Корпоративные облигации;RU000A0JTM51;4-09-00013-A;1;1000,0;RUB;5000000;1;0;TQCB;Т+: Облигации - безадрес.;31.01.2023;;12.02.2013;0;284;0;0;2;8,38;01.02.2022;5,500;27,42;81;101;182;12.02.2013;1000,0;;2013-02-27;465;2022-08-08;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";0274051582;1;98,27;995,21;915,59;1074,83;885,74;1104,68;855,88;1134,54;8,0;100000;11,0;500000;14,0;10,00;10,00
RU000A0JTMG7;РусГидро07;РусГидро (ПАО) 07;Корпоративные облигации;RU000A0JTMG7;4-07-55038-E;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;02.02.2023;;14.02.2013;0;467;0;0;2;;03.02.2022;0,100;0,5;79;103;182;14.02.2013;1000,0;;2013-03-06;467;;"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""";2460066195;1;91,27;912,92;547,75;1278,09;520,36;1305,48;;1825,84;40,0;200000;43,0;1000000;100,0;10,00;10,00
RU000A0JTMK9;РусГидро08;РусГидро (ПАО) 08;Корпоративные облигации;RU000A0JTMK9;4-08-55038-E;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;02.02.2023;;14.02.2013;0;467;0;0;2;5,71;03.02.2022;0,100;0,5;79;103;182;14.02.2013;1000,0;;2013-03-06;467;;"Публичное акционерное общество ""Федеральная гидрогенерирующая компания - РусГидро""";2460066195;1;93,15;931,72;559,03;1304,41;531,08;1332,36;;1863,44;40,0;200000;43,0;1000000;100,0;10,00;10,00
RU000A0JTS06;Роснефть07;ПАО НК Роснефть обл.07;Корпоративные облигации;RU000A0JTS06;4-07-00122-A;1;1000,0;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;10.03.2023;;22.03.2013;0;485;0;0;2;7,84;11.03.2022;7,300;36,4;43;139;182;22.03.2013;1000,0;;2013-04-11;503;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;99,43;1003,3;852,81;1153,8;822,71;1183,89;792,61;1213,99;15,0;300000;18,0;1500000;21,0;10,00;10,00
RU000A0JTS22;Роснефть08;ПАО НК Роснефть обл.08;Корпоративные облигации;RU000A0JTS22;4-08-00122-A;1;1000,0;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;10.03.2023;;22.03.2013;0;484;0;0;2;7,84;11.03.2022;7,300;36,4;43;139;182;22.03.2013;1000,0;;2013-04-11;503;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;98,96;998,6;858,8;1138,4;828,84;1168,36;798,88;1198,32;14,0;400000;17,0;2000000;20,0;10,00;10,00
RU000A0JTTA5;МТС БО-01;Мобильные ТелеСистемы ПАО БО-1;Биржевые облигации;RU000A0JTTA5;4B02-01-04715-A;1;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;22.03.2023;;03.04.2013;0;498;0;0;2;7,98;23.03.2022;6,500;32,41;31;151;182;03.04.2013;1000,0;;2013-04-04;515;;"Публичное акционерное общество ""Мобильные ТелеСистемы""";7740000076;1;98,28;988,68;879,93;1097,43;850,26;1127,1;820,6;1156,76;11,0;200000;14,0;1000000;17,0;9,00;9,00
RU000A0JTU85;РЖД-28 обл;"""Российские ЖД"" ОАО 28 обл.";Корпоративные облигации;RU000A0JTU85;4-28-65045-D;2;1000,0;RUB;20000000;1;0;TQCB;Т+: Облигации - безадрес.;21.03.2028;;09.04.2013;0;829;0;0;2;8,14;29.03.2022;6,800;33,91;25;157;182;09.04.2013;1000,0;;2013-04-12;2341;2024-03-29;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;97,05;975,53;848,71;1102,35;819,45;1131,61;790,18;1160,88;13,0;400000;16,0;2000000;19,0;8,00;8,00
